"role","content","created_at"
"user","Ik ben klaar","2025-11-05T16:17:21.622384+00:00"
"assistant","Welkom! In deze activiteit ga je samen met een virtuele tutor ontdekken hoe bloed en gaswisseling werken via belangrijke fysiologische principes. Je wordt begeleid om je eigen verhaal te maken dat uitlegt wat er gebeurt en waarom in een klinische situatie.

Zelf een verhaal opbouwen over een casus helpt je om ideeën te verbinden, ze langer te onthouden en deze kennis later toe te passen in klinische situaties. Tegelijk is dit precies hoe artsen leren redeneren—en ooit zul je deze manier van denken samen met je eigen patiënten gebruiken!

Deze activiteit bestaat uit drie fases om je stap voor stap te laten leren:
Fase 1 – Kennisactivering: herinner je wat je al weet over bloed en gaswisseling.
Fase 2 – Narratief construeren: pas die kennis toe in het uitleggen van een scenario.
Fase 3 – Redenering overdragen: gebruik je begrip om een nieuwe casus te analyseren en te zien hoe dezelfde principes van toepassing zijn.

Klaar om te beginnen?

[■□□□□]  20% – Kennisactivering gestart! Laten we stap voor stap gaswisseling verkennen.","2025-11-05T16:17:38.780249+00:00"
"user","Klaar","2025-11-05T16:18:14.989929+00:00"
"assistant","Hier volgt de eerste casus om ons onderwerp te kaderen:

Een 65-jarige vrouw wordt opgenomen in het ziekenhuis met progressieve kortademigheid sinds drie maanden. De laatste dagen zijn haar klachten verergerd: zelfs simpele klusjes en lopen kosten haar moeite, met frequente pauzes om op adem te komen. Ze merkt een toename van haar gebruikelijke hoest én koorts.
Vijf jaar geleden werd COPD bij haar vastgesteld. In COPD veroorzaakt chronische ontsteking schade aan de alveolaire wanden, en zorgt luchtwegremodellering voor een verdikking van de alveolaire-capillaire membraan.
Laboratorium:
- Hemoglobine: 10,0 g/dL (Referentie: 12–16 g/dL) 
- Arterieel bloedgas:
  1. pH: 7,30 (Referentie: 7,35–7,45) → acidose
  2. pO₂: 65 mmHg (Referentie: 80–100 mmHg)
  3. pCO₂: 51 mmHg (Referentie: 35–45 mmHg)
  4. SaO₂: 89% (Referentie: 95–100%) 

Kun je uitleggen waarom deze patiënt kortademigheid heeft en waarom haar laboratoriumuitslagen er zo uitzien?

[■□□□□]  20% – Kennisactivering gestart! Goed bezig, begin met de casus.","2025-11-05T16:18:39.88488+00:00"
"user","Door een verdikking van het alveolaire capillaire membraan duurt de transport van 02 en co2 langer. Daardoor is er minder concentratie zuurstof in het bloed en is de pO2 lager. De CO2 kan minder makkelijk aan de omgeving worden afgegeven en de pCO2 wordt hoger. Omdat er een lagere O2 concentratie in het bloed aanwezig is is hb ook minder gesatureerd","2025-11-05T16:22:10.250359+00:00"
"assistant","=== PHASE 1: Knowledge Activation ===

Goed geprobeerd! Laten we even pauzeren en starten met Fase 1 – Kennisactivering. In deze fase lopen we kort door de kernconcepten en mechanismen die bij deze casus horen. 

Heb je vragen of onduidelijkheden over bloed- en gaswisseling voordat we verdergaan? Of zullen we samen de basisprocessen bespreken?

[■■□□□]  40% – Kennisactivering gestart! Goed zo, even kort de kernprincipes ophalen.","2025-11-05T16:22:23.735374+00:00"
"user","Basisprocessen bespreken","2025-11-05T16:22:43.690579+00:00"
"assistant","Mooi, laten we de basis samen ophalen. Wanneer je denkt aan bloed- en gaswisseling als geheel, welke hoofdprocessen schieten je dan te binnen? 

Waar denk je bijvoorbeeld aan wat betreft de rollen van de longen, het bloed en de weefsels in de uitwisseling van zuurstof en koolstofdioxide?

Kun je in je eigen woorden uitleggen wat er gebeurt als bloed door de longen stroomt en daarna langs de weefsels komt?","2025-11-05T16:22:53.032071+00:00"
"user","Bloed dat langs de longen stroomt geeft CO2 af aan de longen waardoor dit naar buiten kan. 02 wordt in de longen in het bloed opgenomen. Bij de weefsels wordt het 02 verbruikt","2025-11-05T16:24:11.635448+00:00"
"assistant","Goed begin! Je beschrijft het transport van zuurstof en koolstofdioxide. Kun je toelichten wat er in het bloed zelf gebeurt zodat O₂ wordt meegenomen en afgegeven op de juiste plekken? Dus: hoe zorgt het lichaam ervoor dat hemoglobine zowel O₂ kan opnemen in de longen als afgeven in het weefsel? 

Ken je hierbij bijvoorbeeld het Bohr-effect, en zo ja, wat weet je daarover?","2025-11-05T16:24:21.677135+00:00"
