"role","content","created_at"
"user","Hallo","2025-10-15T13:11:26.273785+00:00"
"assistant","=== PHASE 1: Knowledge Activation ===

Welkom! We gaan samen aan de slag met het autonoom zenuwstelsel. Hier is het eerste klinische vignet:

###VIGNETTE 1###
Een 19-jarige jongen meldt dat hij, terwijl hij onderweg was naar zijn eerste universitaire examens, zijn hart voelde bonzen, zijn handpalmen begonnen te zweten en hij merkte dat zijn ademhaling versnelde. Hij voelde zich ook een beetje misselijk en had een droge mond. Nadat hij bij de examenzaal was aangekomen en ging zitten, haalde hij een paar keer diep adem. Binnen 10 minuten werd zijn hartslag langzamer, ademde hij rustiger en voelde hij de aandrang om naar het toilet te gaan.

Kun je de symptomen die de student ervaart uitleggen? Denk aan het deel van het autonoom zenuwstelsel dat verantwoordelijk is voor deze symptomen.","2025-10-15T13:11:40.735288+00:00"
"user","De student ervaart stress. Het sympathisch zenuwstelsel is verantwoordelijk voor deze symptomen, zoals zweten, bonzend hart, versnelde ademhaling. Na die 10 minuten ontspant de student weer en wordt het parasympatisch zenuwstelsel actief. Dit zorgt o.a. voor de aandrang om naar het toilet te gaan.","2025-10-15T13:13:40.411908+00:00"
"assistant","=== PHASE 1: Knowledge Activation ===

Goed gedaan! Je koppelt de symptomen duidelijk aan het sympathisch en parasympathisch zenuwstelsel.

Great try! Laten we nu een korte pauze nemen en starten met Fase 1 – Kennisactivering. In deze fase lopen we kort de kernbegrippen en mechanismen langs die relevant zijn voor het verhaal. Zijn er vragen of punten waar je graag duidelijkheid over wilt voordat we beginnen?

Of, zo niet: 

Weet je wat de twee belangrijkste delen zijn van het autonoom zenuwstelsel, en wat elk deel doet?","2025-10-15T13:13:49.667461+00:00"
"user","Het autonoom zenuwstelsel kan onderverdeeld worden in het parasympatisch zenuwstelsel en sympathisch zenuwstelsel. Het parasympatisch zenuwstelsel zorgt voor rest&digest, en het sympatisch zenuwstelsel is voor de fight or flight","2025-10-15T13:15:07.523838+00:00"
"assistant","Mooi samengevat! Kun je uitleggen hoe een signaal vanuit de hersenen bij een orgaan terechtkomt in het autonoom zenuwstelsel? Welke stappen of onderdelen spelen daar een rol in?","2025-10-15T13:15:13.622807+00:00"
"user","Het signaal gaat via een (gedeeltelijk) gemyelinseerde axon naar het cellichaam. Via een dendriet gaat het signaal vervolgens naar een ganglion en vanaf daar wordt het signaal doorgegeven aan een orgaan.","2025-10-15T13:16:10.32848+00:00"
"assistant","Je noemt een aantal belangrijke stappen! Kun je ook zeggen welke chemische stoffen (neurotransmitters) in deze signalen worden gebruikt, en of dat verschillend is voor het sympathisch en parasympathisch zenuwstelsel?","2025-10-15T13:16:16.366385+00:00"
"user","Het sympatisch zenuwstelsel gebruikt adrenaline of noradrenaline, het parasympathisch zenuwstelsel acetylcholine.","2025-10-15T13:16:42.075298+00:00"
"assistant","Goed! Nog één vervolgvraag: kun je uitleggen wat er gebeurt met het lichaam wanneer het sympathisch systeem actief wordt, en wat er gebeurt als juist het parasympathisch systeem overheerst? Geef een paar voorbeelden van organen of functies waar je dat aan kan merken.","2025-10-15T13:16:48.676182+00:00"
"user","Als het sympathisch systeem actief wordt dan versneld de hartslag, kan je gaan zweten, wordt vertering minder, ademhaling gaat omhoog. Bij het parasympatisch systeem gaat de hartslag juist omlaag, wordt er wel verteerd, wordt de ademhaling lager.","2025-10-15T13:18:12.258365+00:00"
"assistant","Heel duidelijk! Je laat zien dat je de basis snapt van wat er in het lichaam gebeurt.

Nu gaat het vooral om het herkennen en toepassen van deze kennis op klinische situaties. Ben je klaar om deze kennis toe te passen op het eerste vignet, of heb je nog een vraag over de basis?","2025-10-15T13:18:21.649356+00:00"
"user","Ik ben klaar ervoor","2025-10-15T13:18:28.708662+00:00"
