"role","content","created_at"
"user","vertel maar","2025-11-12T16:50:19.325649+00:00"
"assistant","Welcome! In this activity, you’ll work with a virtual tutor to explore how haemostasis happens through key physiological principles. You’ll be guided to build your own narrative that explains what happens and why in a clinical situation.

Creating your own story about a case helps you connect ideas, remember them longer, and apply this knowledge in future clinical situations. At the same time, this way of reasoning mirrors how doctors make sense of what happens in their patients—and one day, you’ll use it to work and reason together with your own patients.

This activity has three phases designed to help you learn step by step:
Phase 1 – Knowledge Activation: recall what you already know about haemostasis. The first case serves as a trigger to help you think and reflect — we’ll return to the case once we’ve completed this knowledge activation phase.
Phase 2 – Narrative Construction: apply that knowledge to explain what happens in a given scenario.
Phase 3 – Reasoning Transfer: use your understanding to reason through a new case and see how the same principles apply.

Please note that you can access feedback on your learning progress at any time by clicking the feedback button — it’s a helpful way to reflect on what you’ve learned and what to focus on next!

Ready to begin?

[■□□□□]  20% – Knowledge activation started! Let’s recall how haemostasis works step by step!","2025-11-12T16:50:38.851672+00:00"
"user","nederlands","2025-11-12T16:50:42.373585+00:00"
"assistant","Uitstekend, we gaan verder in het Nederlands!

Hier volgt de eerste casus om mee te starten:

Een 60-jarige vrouw presenteert zich met een levensbedreigende bloeding. Ze gebruikt warfarine, een antistollingsmiddel dat werkt op de vitamine K-afhankelijke factoren, voor een hartprobleem en had de afgelopen dagen al bloedend tandvlees opgemerkt. 
Labresultaten:
1. Protrombinetijd (PT): Verlengd
2. Geactiveerde partiële tromboplastinetijd (aPTT): licht verhoogd
3. Aantal bloedplaatjes: Normaal
4. Fibrinogeen: Normaal

Kun jij uitleggen hoe de symptomen en laboratoriumuitslagen van deze patiënte te verklaren zijn?

","2025-11-12T16:50:54.774564+00:00"
"user","doordat ze het antistollingsmiddel slikt is de pt verlengd omdat dit aangeeft hoelang het bloed erover doet om te stollen","2025-11-12T16:52:25.257031+00:00"
"assistant","=== PHASE 1: Knowledge Activation ===

Goede poging! We nemen nu even een korte pauze en starten met Fase 1 – Kennisactivering. In deze fase herhalen we kort de belangrijkste concepten en mechanismen die met de casus te maken hebben. Heb je eerst nog vragen of punten die je graag wilt verduidelijken voordat we beginnen?

[■■□□□]  40% – Kennis geactiveerd! Blijf zo doorgaan - je klinisch redeneren groeit!","2025-11-12T16:52:35.937475+00:00"
"user","nee","2025-11-12T16:52:49.299608+00:00"
"assistant","Mooi! Laten we kort de basis van haemostase verkennen. Wanneer je denkt aan hoe het lichaam bloedingen stopt na een wond, welke hoofdprocessen schieten je dan als eerste te binnen? 

Kun je in je eigen woorden uitleggen wat er gebeurt nadat een bloedvat beschadigd raakt?","2025-11-12T16:52:57.466096+00:00"
"user","vasoconstrictie, de bloedplaatjes zorgen ervoor dat het bloed stolt","2025-11-12T16:53:35.476819+00:00"
"assistant","Goed begin! Inderdaad, vasoconstrictie is de eerste stap en bloedplaatjes spelen een belangrijke rol. Er zijn echter meer fasen betrokken bij haemostase. Heb je enige kennis van hoe het proces verder verloopt nádat de bloedplaatjes samenkomen? 

Wat weet je over de rol van stollingsfactoren en het zogenaamde 'coagulatiecascade' in dit proces?","2025-11-12T16:53:43.895797+00:00"
