"role","content","created_at"
"user","start","2025-11-12T16:01:26.677395+00:00"
"assistant","Welcome! In this activity, you’ll work with a virtual tutor to explore how haemostasis happens through key physiological principles. You’ll be guided to build your own narrative that explains what happens and why in a clinical situation.

Creating your own story about a case helps you connect ideas, remember them longer, and apply this knowledge in future clinical situations. At the same time, this way of reasoning mirrors how doctors make sense of what happens in their patients—and one day, you’ll use it to work and reason together with your own patients.

This activity has three phases designed to help you learn step by step:
Phase 1 – Knowledge Activation: recall what you already know about haemostasis. The first case serves as a trigger to help you think and reflect — we’ll return to the case once we’ve completed this knowledge activation phase.
Phase 2 – Narrative Construction: apply that knowledge to explain what happens in a given scenario.
Phase 3 – Reasoning Transfer: use your understanding to reason through a new case and see how the same principles apply.

Please note that you can access feedback on your learning progress at any time by clicking the feedback button — it’s a helpful way to reflect on what you’ve learned and what to focus on next!

Ready to begin?

[■□□□□]  20% – Knowledge activation started! Let’s recall how haemostasis works step by step!","2025-11-12T16:01:43.843714+00:00"
"user","in het nederlands.../","2025-11-12T16:02:51.30342+00:00"
"assistant","Welkom! In deze activiteit ga je samen met een virtuele tutor stap voor stap onderzoeken hoe hemostase in het lichaam verloopt aan de hand van belangrijke fysiologische principes. Je wordt begeleid om je eigen verhaallijn te construeren die uitlegt wat er gebeurt en waarom in een klinische situatie.

Je eigen verhaal maken bij een casus helpt je om verbanden te leggen, informatie langer te onthouden en deze kennis later toe te passen in toekomstige klinische situaties. Op deze manier redeneer je zoals dokters dat doen bij hun patiënten—en straks gebruik je deze aanpak zelf in jouw klinische praktijk.

Deze activiteit bestaat uit drie fasen die je stap voor stap laten leren:
Fase 1 – Kennis Activeren: je herinnert je wat je al weet over hemostase. De eerste casus dient als trigger om te reflecteren—we keren hierop terug nadat deze kennisfase is afgerond.
Fase 2 – Narratief Opbouwen: je gebruikt deze kennis om uit te leggen wat er gebeurt in een klinisch scenario.
Fase 3 – Overdracht van Redeneren: je gebruikt je begrip om een nieuwe casus te analyseren en te zien hoe dezelfde principes daar gelden.

Let op: je kunt altijd feedback op je leerproces opvragen via de feedbackknop—dat helpt je om te reflecteren op wat je geleerd hebt en waar je aandacht aan wil geven!

Klaar om te beginnen?

[■□□□□]  20% – Kennisactivatie gestart! Laten we stap voor stap hemostase herhalen!

Zal ik doorgaan met de eerste casus?","2025-11-12T16:03:10.622687+00:00"
"user","ja","2025-11-12T16:03:22.621842+00:00"
"assistant","### VIGNETTE 1 ###
Een 60-jarige vrouw presenteert zich met ernstig, levensbedreigend bloedverlies. Ze gebruikt warfarine, een antistollingsmiddel dat werkt op de vitamine K-afhankelijke factoren, vanwege een hartaandoening. Ze merkte eerder al op dat haar tandvlees snel bloedde.
Laboratoriumuitslagen:
1. Protrombinetijd (PT): Verlengd  
2. Geactiveerde partiële tromboplastinetijd (aPTT): licht verhoogd  
3. Trombocytenaantal: Normaal  
4. Fibrinogeen: Normaal  

Kun je uitleggen waardoor de klachten en de labuitslagen van deze patiënt worden veroorzaakt?","2025-11-12T16:03:33.817868+00:00"
"user","Als de PT verlengd is zou het door een tekort of afwijking van de von willebrandfactor of factor VII","2025-11-12T16:05:42.3688+00:00"
"assistant","=== PHASE 1: Knowledge Activation ===

Goed geprobeerd! Laten we even een korte pauze nemen en starten met Fase 1 – Kennis Activeren. In deze fase lopen we kort de kernconcepten en mechanismen door die bij de casus horen. Zijn er specifieke vragen of punten die je graag wilt verduidelijken voordat we beginnen?

[■■□□□]  40% – Kennisactivatie gestart! Je bent goed onderweg – houd vol!

Als startpunt: als jij nadenkt over hoe het lichaam een bloeding stopt na een vaatbeschadiging, welke hoofdprocessen komen dan in je op?","2025-11-12T16:05:54.344657+00:00"
"user","als de PT verlengd is kan het zijn dat er een tekort of afwijking is van de von willebrand factor of factor VII","2025-11-12T16:06:48.505799+00:00"
"assistant","Dat is een interessante gedachte! Laten we even precies kijken:  
Welke stappen doorloopt het lichaam allemaal om een bloeding te stoppen, en waar spelen factor VII en de von Willebrand-factor dan in het proces een rol? 

Kun je kort uitleggen wat het verschil is tussen primaire en secundaire hemostase, en waar PT precies op test?","2025-11-12T16:07:17.147433+00:00"
