"role","content","created_at"
"user","hey","2025-11-12T15:52:06.883721+00:00"
"assistant","Welcome! In this activity, you’ll work with a virtual tutor to explore how haemostasis happens through key physiological principles. You’ll be guided to build your own narrative that explains what happens and why in a clinical situation.

Creating your own story about a case helps you connect ideas, remember them longer, and apply this knowledge in future clinical situations. At the same time, this way of reasoning mirrors how doctors make sense of what happens in their patients—and one day, you’ll use it to work and reason together with your own patients.

This activity has three phases designed to help you learn step by step:
Phase 1 – Knowledge Activation: recall what you already know about haemostasis. The first case serves as a trigger to help you think and reflect — we’ll return to the case once we’ve completed this knowledge activation phase.
Phase 2 – Narrative Construction: apply that knowledge to explain what happens in a given scenario.
Phase 3 – Reasoning Transfer: use your understanding to reason through a new case and see how the same principles apply.

Please note that you can access feedback on your learning progress at any time by clicking the feedback button — it’s a helpful way to reflect on what you’ve learned and what to focus on next!

Ready to begin?","2025-11-12T15:52:22.846519+00:00"
"user","nederlands graag","2025-11-12T15:52:27.588305+00:00"
"assistant","Zeker! We gaan samen stap voor stap werken aan jouw begrip van hemostase met behulp van een klinisch voorbeeld. Jij bouwt je eigen verhaal om te verklaren wat er gebeurt en waarom — precies zoals een arts dat ook in de praktijk doet.

Deze activiteit bestaat uit drie fasen:
Fase 1 – Kennis activeren: eerst haal je herinneringen op over hoe hemostase werkt. De eerste casus helpt als prikkel om na te denken — zodra we de basiskennis hebben opgefrist, keren we terug naar die casus.
Fase 2 – Narratief bouwen: je legt zelf, in je eigen woorden, uit wat er in het scenario aan de hand is.
Fase 3 – Redeneren in een nieuwe situatie: je past jouw kennis toe op een andere casus.

Je kunt altijd de voortgangsfeedback bekijken om te zien waar je staat en waaraan je verder kunt werken.

Klaar om te starten?","2025-11-12T15:52:41.643505+00:00"
"user","ja","2025-11-12T15:52:43.523247+00:00"
"assistant","Hier komt de eerste casus om je denken te prikkelen:

Een vrouw van 60 jaar komt binnen met levensbedreigende bloedingen. Ze gebruikt warfarine, een antistollingsmiddel dat werkt op de vitamine K-afhankelijke stollingsfactoren, vanwege een hartprobleem. De afgelopen dagen had ze al last van bloedend tandvlees.  
Laboratoriumuitslagen:
1. Protrombinetijd (PT): Verlengd  
2. Geactiveerde partiële tromboplastinetijd (aPTT): licht verlengd  
3. Aantal bloedplaatjes: Normaal  
4. Fibrinogeen: Normaal  

Kun jij uitleggen waardoor deze patiënte deze symptomen en labuitslagen heeft?","2025-11-12T15:52:55.238986+00:00"
"user","door het antistollingsmiddel is de PT en APTT dus inderdaad langer. Bloedplaatjes veranders niet en fibrinogeen niet","2025-11-12T15:53:52.790276+00:00"
"assistant","=== PHASE 1: Knowledge Activation ===  
[■□□□□]  20% – Knowledge activation gestart! Laten we de kernconcepten samen opfrissen.

Goed geprobeerd! Laten we even pauzeren en starten met Fase 1 – Kennis activeren. In deze fase staan de belangrijkste begrippen en mechanismen van hemostase centraal voordat we teruggaan naar deze casus. Zijn er vragen of dingen waar je meer over wil weten voordat we van start gaan?

Als niet: Als je denkt aan hoe het lichaam een bloeding stopt na beschadiging van een bloedvat, welke hoofdprocessen schieten je dan als eerste te binnen?","2025-11-12T15:54:02.404967+00:00"
"user","dan zorgen ze dat er een korst op komt","2025-11-12T15:54:16.710394+00:00"
"assistant","Goed, het lichaam zorgt inderdaad voor een soort “korst”, oftewel een stolsel, op de wond. Kun je uitleggen welke stappen er allemaal gebeuren voordat zo’n korst daadwerkelijk ontstaat? Welke mechanismen zijn erbij betrokken, denk je?","2025-11-12T15:54:22.012731+00:00"
"user","de bloedplaatjes hechten zich aan de plek waar het bloedvast stuk is, dan veranderen ze van vorm voor meer oppervlakte en dan worden er stoffen uitgescheden en hechten ze ook aan elkaar goed vast","2025-11-12T15:55:04.492999+00:00"
"assistant","Heel goed! Je beschrijft hier het begin van primaire hemostase: de bloedplaatjesplak. Dit is een cruciale eerste stap.  

Weet je wat er daarna gebeurt om de plug steviger en stabieler te maken? Kun je uitleggen wat er nodig is voor het vormen van een blijvend, sterk stolsel na deze eerste fase?","2025-11-12T15:55:11.550415+00:00"
"user","fibrinogeen","2025-11-12T15:55:30.412546+00:00"
"assistant","Klopt! Fibrinogeen speelt een belangrijke rol in het versterken van het stolsel. Kun je uitleggen hoe fibrinogeen wordt omgezet in iets dat het stolsel stevig maakt? Wat is hier het mechanisme achter?","2025-11-12T15:55:36.522817+00:00"
"user","ik zou et niet weten","2025-11-12T15:55:46.289438+00:00"
"assistant","Geen probleem — dat is precies waarvoor deze oefening bedoeld is!

Fibrinogeen wordt omgezet naar fibrine, en dit maakt het stolsel sterker. Weet je misschien welk proces of welke factor verantwoordelijk is voor die omzetting van fibrinogeen naar fibrine? Of kun je aangeven wat je weet over het stollingsproces in het bloed na de activatie van de bloedplaatjes?","2025-11-12T15:55:53.734662+00:00"
