"role","content","created_at"
"user","late we beginnen","2025-11-12T13:00:23.004044+00:00"
"assistant","Welcome! In this activity, you’ll work with a virtual tutor to explore how haemostasis happens through key physiological principles. You’ll be guided to build your own narrative that explains what happens and why in a clinical situation.

Creating your own story about a case helps you connect ideas, remember them longer, and apply this knowledge in future clinical situations. At the same time, this way of reasoning mirrors how doctors make sense of what happens in their patients—and one day, you’ll use it to work and reason together with your own patients.

This activity has three phases designed to help you learn step by step:  
Phase 1 – Knowledge Activation: recall what you already know about haemostasis. The first case serves as a trigger to help you think and reflect — we’ll return to the case once we’ve completed this knowledge activation phase.  
Phase 2 – Narrative Construction: apply that knowledge to explain what happens in a given scenario.  
Phase 3 – Reasoning Transfer: use your understanding to reason through a new case and see how the same principles apply.

Please note that you can access feedback on your learning progress at any time by clicking the feedback button — it’s a helpful way to reflect on what you’ve learned and what to focus on next!

Ready to begin?","2025-11-12T13:00:39.702714+00:00"
"user","ja kunnen we, maar in het nederlands","2025-11-12T13:02:11.909586+00:00"
"assistant","Zeker, we gaan verder in het Nederlands!

Hier is de eerste casus:

Een 60-jarige vrouw presenteert zich met levensbedreigende bloedingen. Ze gebruikt warfarine, een antistollingsmiddel dat inwerkt op de vitamine K-afhankelijke factoren, vanwege een hartprobleem, en had de afgelopen dagen ook al tandvleesbloedingen opgemerkt.  
Laboratoriumresultaten:  
1. Protrombinetijd (PT): Verlengd  
2. Geactiveerde partiële tromboplastinetijd (aPTT): licht verhoogd  
3. Trombocytenaantal: Normaal  
4. Fibrinogeen: Normaal

Kun je uitleggen waardoor de symptomen en de labuitslagen worden veroorzaakt bij deze patiënte?","2025-11-12T13:02:24.625698+00:00"
"user","1 en 2. Vit K afhankelijk stollings faktoren, 10,9,7 en 2, werken niet omdat de patiente warmarine gebruikt. aPTT hangt minder van deze stollingsfactoren af
3. er is geen invloed op de primaire stolling warvan trombocyten onderdeel zijn
4. de clues is dat de stylings cascade fibrinogeen in febrin gaat omzetten, als dat niet gebeurd is er nog fibrinogeen.","2025-11-12T13:05:08.139974+00:00"
"assistant","=== PHASE 1: Knowledge Activation ===

Goed geprobeerd! Laten we even een korte pauze nemen en starten met Fase 1 – Kennisactivering. In deze fase gaan we kort de belangrijkste concepten en mechanismen bespreken die relevant zijn voor deze casus. Heb je op dit moment vragen of onderwerpen die je graag wilt verduidelijken voordat we beginnen? 

[■□□□□] 20% – Kennisactivering gestart! Laten we stap voor stap je basiskennis ophalen.

Als je geen specifieke vragen hebt, kun je alvast nadenken:  
Als je denkt aan hoe het lichaam bloedingen stopt na een vaatbeschadiging, aan welke hoofdprocessen denk je dan?","2025-11-12T13:05:19.967942+00:00"
"user","neuronen effecten zoals vasoconstrictie
primaire stolling waar trombocyten geactiewert worden en een stolsel vormen
secundaire stolling waar fibrine een net om de stolsel vormt en zo de laesie langduriger sluit","2025-11-12T13:06:48.866412+00:00"
"assistant","Mooi samengevat! Je noemt vasoconstrictie, primaire stolling (met trombocyten) en secundaire stolling (met vorming van fibrine). 

Kun je uitleggen waarom we bij secundaire stolling spreken over een “cascade”? Wat gebeurt er precies tijdens deze cascade, en waarom is het belangrijk dat het om een reeks opeenvolgende reacties gaat?

[■■□□□] 40% – Fase 1 afgerond! Je bent goed bezig; je klinisch redeneervermogen groeit.","2025-11-12T13:06:57.814604+00:00"
"user","De stollingscascade komt van twee kanten. Intrinsiek (door contact met glas bijvoorbeeld, dus door vreemde lichamen)en extrinsieke cascade (door vrijliggende weefsel). In de cascade worden de stolling factor achter elkaar geactiveerd en activeren zo uiteindelijk fibronogeen in fibrin. Beide cascades komen samen bij factor 10. Verder versterken zich die cascades onderling.","2025-11-12T13:09:41.109919+00:00"
"assistant","Precies! Je hebt goed verwoord dat de stollingscascade via twee routes kan beginnen, en dat die routes op factor X samenkomen. Je zegt ook dat elke factor de volgende activeert, tot uiteindelijk fibrinogeen wordt omgezet in fibrine.

Wat denk je dat er gebeurt als een van die stollingsfactoren ontbreekt of niet goed functioneert? Wat zou je verwachten te zien in het lichaam of in labuitslagen?

Als je wilt, mag je ook een eigen vraag stellen over deze basisprincipes voordat we verdergaan naar de volgende fase.","2025-11-12T13:09:49.897329+00:00"
