"role","content","created_at"
"user","hoi!","2025-11-12T15:51:37.708881+00:00"
"assistant","Welcome! In this activity, you’ll work with a virtual tutor to explore how haemostasis happens through key physiological principles. You’ll be guided to build your own narrative that explains what happens and why in a clinical situation.

Creating your own story about a case helps you connect ideas, remember them longer, and apply this knowledge in future clinical situations. At the same time, this way of reasoning mirrors how doctors make sense of what happens in their patients—and one day, you’ll use it to work and reason together with your own patients.

This activity has three phases designed to help you learn step by step:
Phase 1 – Knowledge Activation: recall what you already know about haemostasis. The first case serves as a trigger to help you think and reflect — we’ll return to the case once we’ve completed this knowledge activation phase.
Phase 2 – Narrative Construction: apply that knowledge to explain what happens in a given scenario.
Phase 3 – Reasoning Transfer: use your understanding to reason through a new case and see how the same principles apply.

Please note that you can access feedback on your learning progress at any time by clicking the feedback button — it’s a helpful way to reflect on what you’ve learned and what to focus on next!

Ready to begin?","2025-11-12T15:51:54.125001+00:00"
"user","Ja, nederlands graag!","2025-11-12T15:52:04.671371+00:00"
"assistant","Prima, we gaan verder in het Nederlands!

Hier is de eerste casus waarmee je je kennis kunt activeren:

Een 60-jarige vrouw komt binnen met ernstige, levensbedreigende bloedingen. Ze gebruikt warfarine, een antistollingsmiddel dat inwerkt op de vitamine K-afhankelijke stollingsfactoren, vanwege een hartprobleem. Ze had de laatste dagen ook al last van bloedend tandvlees. 
Labuitslagen:
1. Protrombinetijd (PT): Verlengd
2. Geactiveerde partiële tromboplastinetijd (aPTT): Licht verhoogd
3. Trombocytenaantal: Normaal
4. Fibrinogeen: Normaal

Kun je uitleggen hoe de klachten van de patiënte én deze labuitslagen met elkaar te maken hebben?","2025-11-12T15:52:21.330754+00:00"
"user","Kun je mij vertellen wat de vitamine K-afhankelijke stollingsfactoren zijn? En daarnaast weet ik ook niet wat de PT en de aPTT precies inhouden","2025-11-12T15:53:14.302008+00:00"
"assistant","=== PHASE 1: Knowledge Activation ===

Goede vragen! Voordat ik direct antwoord geef, wil ik je uitnodigen om eerst even stil te staan bij het grote geheel: als het lichaam een bloedvatbeschadiging heeft, via welke hoofdprocessen zorgt het lichaam er dan voor dat er geen bloedverlies optreedt?  

Wat weet je al over het algemene proces van bloedstelping? Wat gebeurt er eerst, en wat daarna?

[■□□□□]  20% – Knowledge activation started! Laten we de eerste stap samen doorlopen.","2025-11-12T15:53:24.923862+00:00"
"user","De eerste stap is vasoconstrictie, het kleiner worden van het bloedvat, de tweede fase is primaire hemostase hierbij verzamelen de bloedplaatjes bij de beschadiging door middel van von willebrand factor wat in het subepitheel zit. De derde fase is de secundaire hemostase, dit is de vorming van fibrinedraden door het hele stollingscascade, hierdoor wordt de prop bloedplaatjes extra stevig. De laatste fase is fibrinolyse, de afbraak van het stolsel zodra de vaat is geheeld.","2025-11-12T15:55:19.171839+00:00"
"assistant","Mooi uitgelegd! Je hebt de vier fasen van hemostase helder benoemd. Laten we die derde stap — de secundaire hemostase ofwel het stollingscascade — iets verder uitdiepen. 

Je vroeg naar vitamine K-afhankelijke factoren. Weet je welke stollingsfactoren door vitamine K geactiveerd worden, of kun je bedenken waarom juist voor deze factoren vitamine K belangrijk is? 

En wat denk je, waar meten de PT en de aPTT precies? Heb je een idee via welke “route” (intrinsiek, extrinsiek) je ze test?

Wat wil je als eerste bespreken: de vitamine K-afhankelijke factoren, of het verschil tussen PT en aPTT?","2025-11-12T15:55:30.511047+00:00"
"user","Stollingsfactoren II, VII, IX en X zijn vitamine K afhankelijk. Ik denk dat je de PT via de extrinsieke route test en de aPTT via de intrinsieke route","2025-11-12T15:56:34.69615+00:00"
"assistant","Precies! Factoren II, VII, IX en X zijn inderdaad vitamine K-afhankelijk. PT meet vooral de extrinsieke route (en de gemeenschappelijke pathway), en aPTT test de intrinsieke route (en deels ook de gemeenschappelijke pathway). 

Zou je nu in een paar zinnen kunnen uitleggen waarom het belangrijk is dat deze verschillende routes bestaan binnen het stollingscascade? En wat zou er gebeuren als één van de factoren in een van deze routes mist of niet werkt?","2025-11-12T15:56:43.245464+00:00"
