"record_id","redcap_survey_identifier","surveysession1_timestamp","age","gender","chatbot_frequency","mental_effort","g1_construct_answer","g2_understand_topic","g3_selfexplain","g4_trust","g5_prompt_selfexplain","g6_mechanisms_case","g7_recommend","g8_boring","g9_person","arcs1","arcs2","arcs3","arcs4","arcs5","arcs6","arcs7","arcs8","arcs9","arcs10","arcs11","arcs12","surveysession1_complete","demo_complete","scales_complete","fully_complete","g8_boring_rev","g9_person_rev","chatbot_eval_score","arcs_attention_score","arcs_relevance_score","arcs_confidence_score","arcs_satisfaction_score","arcs_total_score","gender_label","frequency_label","usage_high_low"
325,NA,"2025/10/15 15:34",18,1,4,5,4,3,4,2,5,5,5,2,3,3,2,3,3,5,3,4,3,3,3,3,2,2,TRUE,TRUE,TRUE,4,3,3.88888888888889,2.66666666666667,3.66666666666667,3.33333333333333,2.66666666666667,3.08333333333333,"Female","About once/week","High"
326,NA,"2025/10/15 15:35",19,1,5,6,4,4,5,2,3,4,4,3,2,4,4,3,4,4,5,5,5,5,4,3,4,2,TRUE,TRUE,TRUE,3,4,3.66666666666667,3.66666666666667,4.33333333333333,5,3.66666666666667,4.16666666666667,"Female","Multiple times/week","High"
327,NA,"2025/10/15 15:36",18,1,3,3,3,3,4,3,5,4,3,2,1,4,4,5,4,2,4,2,2,4,3,4,4,2,TRUE,TRUE,TRUE,4,5,3.77777777777778,4.33333333333333,3.33333333333333,2.66666666666667,3.66666666666667,3.5,"Female","About once/month","Low"
328,NA,"2025/10/15 15:37",19,1,3,6,4,4,5,5,5,5,5,2,2,3,3,4,5,4,3,4,3,3,1,2,3,2,TRUE,TRUE,TRUE,4,4,4.55555555555556,3.33333333333333,4,3.33333333333333,2,3.16666666666667,"Female","About once/month","Low"
329,NA,"2025/10/15 15:38",20,2,3,6,4,5,3,5,3,5,4,2,3,3,3,3,4,4,2,3,3,4,3,2,3,2,TRUE,TRUE,TRUE,4,3,4,3,3.33333333333333,3.33333333333333,2.66666666666667,3.08333333333333,"Male","About once/month","Low"
330,NA,"2025/10/15 15:38",18,1,1,6,4,3,5,5,4,4,4,3,3,3,4,3,4,5,5,5,5,5,4,4,5,2,TRUE,TRUE,TRUE,3,3,3.88888888888889,3.33333333333333,4.66666666666667,5,4.33333333333333,4.33333333333333,"Female","Never","Low"
331,NA,"2025/10/15 15:37",18,1,6,6,4,4,4,3,5,5,4,1,3,4,4,4,4,4,3,4,3,4,4,4,4,2,TRUE,TRUE,TRUE,5,3,4.11111111111111,4,3.66666666666667,3.66666666666667,4,3.83333333333333,"Female","Daily","High"
332,NA,"2025/10/15 15:45",18,1,4,7,2,2,4,4,1,4,3,3,5,1,1,4,2,4,3,3,3,4,1,2,2,2,TRUE,TRUE,TRUE,3,1,2.66666666666667,2,3,3.33333333333333,1.66666666666667,2.5,"Female","About once/week","High"
333,NA,"2025/10/15 15:47",18,1,1,6,5,4,5,5,4,4,3,2,4,4,4,5,3,4,4,4,4,4,3,4,5,2,TRUE,TRUE,TRUE,4,2,4,4.33333333333333,3.66666666666667,4,4,4,"Female","Never","Low"
334,NA,"2025/10/15 15:46",19,2,4,7,1,2,2,1,4,2,1,5,5,2,1,1,2,3,1,1,1,2,1,1,1,2,TRUE,TRUE,TRUE,1,1,1.66666666666667,1.33333333333333,2,1.33333333333333,1,1.41666666666667,"Male","About once/week","High"
335,NA,"2025/10/15 15:47",20,1,2,6,3,2,3,2,4,2,3,1,4,3,3,4,3,4,2,4,3,4,2,1,2,2,TRUE,TRUE,TRUE,5,2,2.88888888888889,3.33333333333333,3,3.66666666666667,1.66666666666667,2.91666666666667,"Female","Less than once/month","Low"
336,NA,"2025/10/15 15:46",18,1,5,5,4,4,4,3,4,4,4,2,2,4,3,1,3,4,4,4,4,4,4,3,3,2,TRUE,TRUE,TRUE,4,4,3.88888888888889,2.66666666666667,3.66666666666667,4,3.33333333333333,3.41666666666667,"Female","Multiple times/week","High"
337,NA,"2025/10/15 15:47",19,2,6,6,4,3,4,4,4,1,4,3,2,3,3,4,4,4,3,3,4,3,4,2,2,2,TRUE,TRUE,TRUE,3,4,3.44444444444444,3.33333333333333,3.66666666666667,3.33333333333333,2.66666666666667,3.25,"Male","Daily","High"
338,NA,"2025/10/15 15:49",19,1,2,1,2,5,4,4,2,4,4,3,5,3,3,4,4,4,4,4,3,3,3,3,4,2,TRUE,TRUE,TRUE,3,1,3.22222222222222,3.33333333333333,4,3.33333333333333,3.33333333333333,3.5,"Female","Less than once/month","Low"
339,NA,"2025/10/15 15:50",19,1,4,5,4,4,4,4,5,5,4,1,5,4,1,4,4,4,4,4,4,3,4,4,4,2,TRUE,TRUE,TRUE,5,1,4,3,4,3.66666666666667,4,3.66666666666667,"Female","About once/week","High"
340,NA,"2025/10/15 15:49",20,1,5,5,4,3,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,2,TRUE,TRUE,TRUE,3,2,3.33333333333333,4,4,4,3,3.75,"Female","Multiple times/week","High"
341,NA,"2025/10/15 15:49",22,1,5,5,3,2,3,4,4,4,4,2,3,4,3,3,3,3,3,3,3,3,4,3,2,2,TRUE,TRUE,TRUE,4,3,3.44444444444444,3.33333333333333,3,3,3,3.08333333333333,"Female","Multiple times/week","High"
342,NA,"2025/10/15 15:57",18,1,2,7,2,3,3,2,4,3,4,2,3,3,4,2,1,4,3,4,2,4,2,2,4,2,TRUE,TRUE,TRUE,4,3,3.11111111111111,3,2.66666666666667,3.33333333333333,2.66666666666667,2.91666666666667,"Female","Less than once/month","Low"
343,NA,"2025/10/15 15:57",18,1,1,5,3,2,3,3,2,3,2,2,1,1,2,2,3,3,2,2,2,2,2,3,3,2,TRUE,TRUE,TRUE,4,5,3,1.66666666666667,2.66666666666667,2,2.66666666666667,2.25,"Female","Never","Low"
344,NA,"2025/10/15 16:01",19,1,4,5,4,4,4,3,5,4,4,1,4,4,5,3,4,4,3,5,3,2,5,5,4,2,TRUE,TRUE,TRUE,5,2,3.88888888888889,4,3.66666666666667,3.33333333333333,4.66666666666667,3.91666666666667,"Female","About once/week","High"
345,NA,"2025/10/15 15:56",18,1,6,2,4,5,4,2,1,3,3,5,5,3,3,3,4,4,3,4,2,3,4,3,4,2,TRUE,TRUE,TRUE,1,1,2.66666666666667,3,3.66666666666667,3,3.66666666666667,3.33333333333333,"Female","Daily","High"
